MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.
Running on hadoop, using /usr/hdp/2.3.0.0-2525/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/2.3.0.0-2525/hadoop/conf
MAHOUT-JOB: /usr/hdp/2.3.0.0-2525/mahout/mahout-examples-0.9.0.2.3.0.0-2525-job.jar
Input Path: /user/ec2-user/benchmarks/bigbench/temp/q28_hive_POWER_TEST_IN_PROGRESS_0_temp/result/part-m-00000
Key class: class org.apache.hadoop.io.Text Value Class: class org.apache.mahout.math.VectorWritable
Key: NEG: Value: {0:-1489.9735790704815,1:-1507.4091986140747,2:-1451.7784709646778}
Key: POS: Value: {0:-2391.2023746946284,1:-2426.9511675063263,2:-2397.288541104861}
Key: POS: Value: {0:-1141.1207070242006,1:-1157.127162138405,2:-1151.8254676909114}
Key: POS: Value: {0:-2965.2373607131126,1:-2951.238392697261,2:-2919.23165944099}
Key: POS: Value: {0:-7919.011374874005,1:-7970.5370307837775,2:-7763.147865367483}
Key: POS: Value: {0:-4328.2048942093,1:-4344.8202730539,2:-4172.715779174319}
Key: POS: Value: {0:-5329.706501936267,1:-5410.118216604468,2:-5208.487282705936}
Key: POS: Value: {0:-6131.106053546163,1:-6278.968940461099,2:-6067.025733973342}
Key: POS: Value: {0:-3398.202244581883,1:-3347.653225451923,2:-3282.132711270067}
Key: POS: Value: {0:-10255.220635961847,1:-10268.528345645153,2:-10038.826169590435}
Key: POS: Value: {0:-13152.794331006618,1:-13305.21739812877,2:-12923.73850829688}
Key: POS: Value: {0:-387.5511692406752,1:-390.779377018545,2:-386.302071431358}
Key: POS: Value: {0:-4395.337651133923,1:-4518.141140299263,2:-4298.771190936342}
Key: POS: Value: {0:-1703.1939912791433,1:-1668.7505275591543,2:-1615.9765165568003}
Key: POS: Value: {0:-7213.121508589983,1:-7384.904737020716,2:-7148.803516674011}
Key: POS: Value: {0:-556.4326608398578,1:-572.024866334012,2:-562.5134165829745}
Key: POS: Value: {0:-8170.946666246992,1:-8073.707421441403,2:-7924.395843071231}
Key: POS: Value: {0:-5854.46358196433,1:-5825.8503302795525,2:-5670.26358126096}
Key: POS: Value: {0:-2824.30625822274,1:-2839.2080070448433,2:-2793.3890560149307}
Key: POS: Value: {0:-8808.353920779535,1:-9034.399642592007,2:-8660.766743096357}
Key: POS: Value: {0:-10969.641259398933,1:-11156.059461821198,2:-10714.044653689547}
Key: POS: Value: {0:-1204.0271565901046,1:-1226.3234330476428,2:-1182.1414251274584}
Key: POS: Value: {0:-12037.852915108087,1:-12198.495943592681,2:-11883.246336212229}
Key: POS: Value: {0:-6678.960264446783,1:-6658.696027157844,2:-6467.570090929282}
Key: POS: Value: {0:-2419.348614809034,1:-2388.7969170196716,2:-2344.3468732218053}
Key: POS: Value: {0:-9084.340099867575,1:-9192.460396429136,2:-8829.788321929902}
Key: POS: Value: {0:-4295.140863857661,1:-4446.002277364206,2:-4264.035710709645}
Key: POS: Value: {0:-10892.961194193944,1:-10946.825080269738,2:-10646.691358205257}
Key: POS: Value: {0:-2065.3281491840885,1:-2060.1651235224003,2:-2030.0043181756964}
Key: POS: Value: {0:-4310.351331152323,1:-4438.083254555178,2:-4200.832504312969}
Key: POS: Value: {0:-142.6748850867004,1:-148.05592698041536,2:-145.5597362955929}
Key: POS: Value: {0:-304.07534096557384,1:-333.2395368493899,2:-302.53831814735827}
Key: POS: Value: {0:-1364.0525226062286,1:-1384.1824904292162,2:-1315.0370873494153}
Key: POS: Value: {0:-14446.382033215947,1:-14463.267052316422,2:-14130.840164295521}
Key: POS: Value: {0:-4458.239780255747,1:-4549.903324947887,2:-4360.695227315164}
Key: POS: Value: {0:-372.6214611062609,1:-373.66560599111176,2:-370.2095384295786}
Key: POS: Value: {0:-10377.350385434367,1:-10298.238340481981,2:-10148.207967272308}
Key: POS: Value: {0:-9842.174045349786,1:-9877.382729551928,2:-9638.664893258405}
Key: POS: Value: {0:-673.0981183380517,1:-673.0628597993284,2:-662.1255335096794}
Key: POS: Value: {0:-1501.5771207418034,1:-1558.2640009546637,2:-1523.504653002159}
Key: POS: Value: {0:-2615.581882148878,1:-2564.213347789412,2:-2531.6186249366824}
Key: POS: Value: {0:-584.7816155337308,1:-599.3156870604862,2:-583.469336674494}
Key: POS: Value: {0:-2744.7854584377433,1:-2735.534612572706,2:-2643.8986860372725}
Key: POS: Value: {0:-2097.840546281582,1:-2080.229311108343,2:-2034.5616807212018}
Key: POS: Value: {0:-1509.3535384761897,1:-1544.855909259711,2:-1484.5978774237683}
Key: POS: Value: {0:-14468.34452284285,1:-14548.817245497696,2:-14206.305251533468}
Key: POS: Value: {0:-6309.036761797793,1:-6483.721992734991,2:-6182.08097116761}
Key: POS: Value: {0:-1454.275766484259,1:-1517.714883162288,2:-1445.4249234674921}
Key: POS: Value: {0:-944.8432763830906,1:-939.8946110605788,2:-895.2087461659519}
Key: POS: Value: {0:-9356.617059854647,1:-9250.007270635213,2:-9047.724459362664}
Key: POS: Value: {0:-334.45973695971713,1:-341.79875933086186,2:-342.7642598416292}
Key: POS: Value: {0:-3538.477341614038,1:-3615.720336881948,2:-3496.209768499031}
Key: POS: Value: {0:-10034.724738619785,1:-10156.721620069336,2:-9871.147545620606}
Key: POS: Value: {0:-493.27868259617605,1:-524.274365479775,2:-497.042152894564}
Key: POS: Value: {0:-940.8726990665887,1:-961.5989228362193,2:-934.1342568137298}
Key: POS: Value: {0:-834.7778273993915,1:-839.2277164842826,2:-813.8435387035457}
Key: POS: Value: {0:-4374.982084833517,1:-4456.738846982254,2:-4304.05824139353}
Key: POS: Value: {0:-4845.946985650669,1:-4845.306785863001,2:-4702.735565808708}
Key: POS: Value: {0:-3353.0664617169377,1:-3381.657963906303,2:-3290.0106223075227}
Key: POS: Value: {0:-2350.4994761270314,1:-2338.5837616144895,2:-2306.214109082533}
Key: POS: Value: {0:-2501.372284605002,1:-2500.682707563073,2:-2491.89588992499}
Key: POS: Value: {0:-1397.2785401740528,1:-1421.3125123879338,2:-1361.895410833814}
Key: POS: Value: {0:-1840.1623379265798,1:-1835.419170375123,2:-1794.9975697076102}
Key: POS: Value: {0:-162.62943701156715,1:-158.12365508389962,2:-148.463781530426}
Key: POS: Value: {0:-9593.83593073301,1:-9604.033217843513,2:-9371.265191177567}
Key: POS: Value: {0:-1609.7212168804851,1:-1608.9082971628977,2:-1620.3934000844624}
Key: POS: Value: {0:-10915.718711213933,1:-10902.778967489105,2:-10660.901875910547}
Key: POS: Value: {0:-901.1476270665567,1:-946.8960008684262,2:-907.2983612199229}
Key: POS: Value: {0:-831.0835127752869,1:-875.0865990328296,2:-831.524406188409}
Key: POS: Value: {0:-674.0491556437437,1:-663.2297773068435,2:-648.7144458748559}
Key: POS: Value: {0:-2964.0846052317975,1:-3019.061936201908,2:-2926.727710107771}
Key: POS: Value: {0:-3341.3642480828566,1:-3352.1226323259098,2:-3271.5427620197634}
Key: POS: Value: {0:-3820.501549062801,1:-3812.539150761011,2:-3708.832197260992}
Key: POS: Value: {0:-6702.218595087088,1:-6704.103316880681,2:-6590.827721201562}
Key: POS: Value: {0:-5656.982130801935,1:-5690.836619318307,2:-5548.450337533169}
Key: POS: Value: {0:-4353.684011852596,1:-4330.251758073388,2:-4130.976980495928}
Key: POS: Value: {0:-1989.2880485410565,1:-2034.4051572972658,2:-1969.1504913298165}
Key: POS: Value: {0:-885.3625048599357,1:-886.2520061733837,2:-838.2617449149657}
Key: POS: Value: {0:-1166.7469218325723,1:-1149.647119515184,2:-1089.1099082406731}
Key: POS: Value: {0:-6490.956406656091,1:-6537.773724874556,2:-6383.909680324843}
Key: POS: Value: {0:-1195.8182179955004,1:-1172.702390445402,2:-1135.8382980888557}
Key: POS: Value: {0:-8651.256067721453,1:-8588.370354580726,2:-8384.34974997345}
Key: POS: Value: {0:-601.2520292042324,1:-601.6946938889951,2:-578.2875039872088}
Key: POS: Value: {0:-1595.5365587300962,1:-1589.6344271338407,2:-1545.5203717443123}
Key: POS: Value: {0:-805.1958737964342,1:-810.643289540655,2:-803.6531285104775}
Key: POS: Value: {0:-14117.132644564965,1:-14122.607812033508,2:-13686.83224393707}
Key: POS: Value: {0:-6254.556827012487,1:-6280.066628613257,2:-6068.140346547275}
Key: POS: Value: {0:-1069.8273721020464,1:-1077.6316595032552,2:-1053.98553401273}
Key: POS: Value: {0:-475.98233647700454,1:-481.3550433830222,2:-481.3287452008977}
Key: POS: Value: {0:-1107.3941131382776,1:-1124.719820115415,2:-1070.707652285994}
Key: POS: Value: {0:-4762.546179538326,1:-4980.141181813007,2:-4721.246656644111}
Key: POS: Value: {0:-155.75646018848232,1:-151.87784684470645,2:-155.7674959455126}
Key: POS: Value: {0:-1218.063366666654,1:-1229.2816442543342,2:-1229.554131983709}
Key: POS: Value: {0:-6870.840442619706,1:-6887.046397922933,2:-6762.612959062046}
Key: POS: Value: {0:-1488.3766069039145,1:-1537.4847464383818,2:-1488.5205301394928}
Key: POS: Value: {0:-15262.70151830067,1:-15300.563529346133,2:-14843.916527213722}
Key: POS: Value: {0:-2972.0008470811986,1:-2896.225062893377,2:-2837.8812379747205}
Key: POS: Value: {0:-1648.3160564507896,1:-1643.056238371536,2:-1655.518946774868}
Key: POS: Value: {0:-1513.212154982578,1:-1519.689261077498,2:-1485.7009430466685}
Key: POS: Value: {0:-2164.340795833238,1:-2137.8455023391493,2:-2089.452457781925}
Key: POS: Value: {0:-534.094727119135,1:-521.3194341250987,2:-518.7697935369853}
Key: POS: Value: {0:-2567.4114834025067,1:-2544.869635153727,2:-2511.364887749135}
Key: POS: Value: {0:-2255.3936409478165,1:-2222.6708014130854,2:-2205.440096623167}
Key: POS: Value: {0:-1913.2227354880952,1:-2003.3346602057482,2:-1908.5639801107193}
Key: POS: Value: {0:-6560.101820946679,1:-6653.19566254899,2:-6449.948057659274}
Key: POS: Value: {0:-9509.00629635976,1:-9445.84451428853,2:-9291.958854983483}
Key: POS: Value: {0:-582.7460433446767,1:-593.9193328309642,2:-591.8278899426886}
Key: POS: Value: {0:-799.9297477750058,1:-836.4544683522157,2:-803.3636781545212}
Key: POS: Value: {0:-572.5379752377305,1:-577.2271108069235,2:-544.7593229956076}
Key: POS: Value: {0:-1037.5719841098241,1:-1129.1241272658308,2:-1016.3786261345251}
Key: POS: Value: {0:-2036.6099607672325,1:-2034.8628436097176,2:-2000.242035158248}
Key: POS: Value: {0:-3150.7181309685398,1:-3123.6332187167304,2:-3060.2347745339735}
Key: POS: Value: {0:-2010.6390580580992,1:-2010.884854247323,2:-1997.6085029247238}
Key: POS: Value: {0:-1628.7219300857982,1:-1620.9076023943157,2:-1575.3669015466355}
Key: POS: Value: {0:-1337.0971250654122,1:-1308.1305580178118,2:-1296.7110377453628}
Key: POS: Value: {0:-585.8886568983692,1:-588.7566813669641,2:-566.5123904565195}
Key: POS: Value: {0:-947.9541312295643,1:-933.658075880533,2:-862.6794931512662}
Key: POS: Value: {0:-639.273141198088,1:-624.9921387178055,2:-600.1759068783064}
Key: POS: Value: {0:-1770.6701029423748,1:-1734.9470737627457,2:-1671.1917652980133}
Key: POS: Value: {0:-5621.323230073964,1:-5701.140686173788,2:-5499.36420906107}
Key: POS: Value: {0:-5088.296707589406,1:-5210.665112344939,2:-4990.810356952476}
Key: POS: Value: {0:-353.2787481529289,1:-353.05055688328724,2:-334.4311913121667}
Key: POS: Value: {0:-3458.3116928575523,1:-3588.4202055012847,2:-3447.0260497033764}
Key: POS: Value: {0:-3654.410368048106,1:-3624.843509914137,2:-3553.800094255042}
Key: POS: Value: {0:-4724.175341670774,1:-4741.041257908367,2:-4611.42133916987}
Key: POS: Value: {0:-4943.6137082944015,1:-4810.148138425262,2:-4770.649330103219}
Key: POS: Value: {0:-3083.8842628084985,1:-3167.6953493628075,2:-2985.5413030929158}
Key: POS: Value: {0:-348.57394730916855,1:-314.63988109053923,2:-322.6275112278207}
Key: POS: Value: {0:-934.2577764456024,1:-980.2585890405007,2:-948.1002135121214}
Key: POS: Value: {0:-3758.8606026694843,1:-3769.6378899305796,2:-3658.615007115196}
Key: POS: Value: {0:-10038.934583096174,1:-10028.025482530044,2:-9768.622069843752}
Key: POS: Value: {0:-5496.164956131266,1:-5470.039793057208,2:-5339.264729418189}
Key: POS: Value: {0:-1751.8059060572864,1:-1710.0174996505884,2:-1694.4911532262938}
Key: POS: Value: {0:-2208.9968890612117,1:-2249.5448571300244,2:-2147.3184177082285}
Key: POS: Value: {0:-4398.813950496424,1:-4441.119535196567,2:-4355.641223989454}
Key: POS: Value: {0:-1618.3931095817115,1:-1601.5750803442897,2:-1592.871870873694}
Key: POS: Value: {0:-1898.0593565198776,1:-1941.322173966747,2:-1837.9551091559015}
Key: POS: Value: {0:-2114.916887653692,1:-2081.7489591321496,2:-2042.7066568620833}
Key: POS: Value: {0:-1829.5046850554206,1:-1860.9173011429166,2:-1793.6071744875692}
Key: POS: Value: {0:-479.8501368949678,1:-479.465662738972,2:-474.011590077431}
Key: POS: Value: {0:-1055.5022940948654,1:-1108.400414814863,2:-1097.0155931394606}
Key: POS: Value: {0:-2290.8540033506965,1:-2248.375363356964,2:-2239.3677382651354}
Key: POS: Value: {0:-4247.196768213914,1:-4248.45996666793,2:-4148.626998413842}
Key: POS: Value: {0:-10541.6555546219,1:-10633.106432814722,2:-10396.331596688233}
Key: POS: Value: {0:-2252.4441824579853,1:-2298.199841954132,2:-2211.201417102948}
Key: POS: Value: {0:-6894.2126210261795,1:-6827.997681087887,2:-6669.371564791676}
Key: POS: Value: {0:-1681.211368730668,1:-1733.6444249954875,2:-1626.7364574461171}
Key: POS: Value: {0:-1131.9607917631977,1:-1117.629620742938,2:-1108.984354529846}
Key: POS: Value: {0:-255.17793600380745,1:-249.67700042292824,2:-236.37736885881097}
Key: POS: Value: {0:-5766.193703609293,1:-5708.377222044258,2:-5560.141013774025}
Key: POS: Value: {0:-1813.3700875629763,1:-1823.2415688970225,2:-1769.6365119557377}
Key: POS: Value: {0:-1597.9543964301602,1:-1564.3236147253258,2:-1527.5810042556557}
Key: POS: Value: {0:-6778.902284695617,1:-6745.842173251604,2:-6624.34091870582}
Key: POS: Value: {0:-3069.3921323605014,1:-3113.9627494558626,2:-2976.825610866858}
Key: POS: Value: {0:-1960.0201147614355,1:-2047.1748244842195,2:-1952.873317254835}
Key: POS: Value: {0:-3062.8571124278797,1:-3116.520270492749,2:-3040.521231819689}
Key: POS: Value: {0:-3550.930541435522,1:-3533.453310362875,2:-3440.907440779816}
Key: POS: Value: {0:-4882.653387965838,1:-4817.959046738166,2:-4748.610556482578}
Key: POS: Value: {0:-12719.924977072693,1:-12559.527127761363,2:-12351.099517132636}
Key: POS: Value: {0:-1533.103781804627,1:-1499.2671455375712,2:-1454.319974949337}
Key: POS: Value: {0:-5316.35730294601,1:-5379.940103471072,2:-5180.702403459879}
Key: POS: Value: {0:-1886.7399192225178,1:-1894.4374675098277,2:-1856.5812022887521}
Key: POS: Value: {0:-10418.990195283739,1:-10359.327670063643,2:-10165.565872975303}
Key: POS: Value: {0:-1635.1266959864415,1:-1613.980593906508,2:-1617.0971552047968}
Key: POS: Value: {0:-2041.4551443023483,1:-2009.5347636788479,2:-1967.102468919138}
Key: POS: Value: {0:-5310.928650307865,1:-5341.530199187811,2:-5139.741374668701}
Key: POS: Value: {0:-5127.225491165418,1:-5155.500903587334,2:-4950.254639738669}
Key: POS: Value: {0:-5324.685497783112,1:-5397.404158039613,2:-5205.327213676796}
Key: POS: Value: {0:-1576.0672922641963,1:-1574.3902961630822,2:-1586.9900147108326}
Key: POS: Value: {0:-3460.5200433868763,1:-3437.9343322884006,2:-3367.7462212415276}
Key: POS: Value: {0:-11086.42878819009,1:-11169.502868289628,2:-10893.783250489758}
Key: POS: Value: {0:-910.754818574207,1:-869.8128866009233,2:-882.0558918512763}
Key: POS: Value: {0:-2215.7819365930554,1:-2208.0301178237446,2:-2128.495524329437}
Key: POS: Value: {0:-696.9391350142757,1:-691.2299205868696,2:-672.1168838500477}
Key: POS: Value: {0:-2444.441982498603,1:-2397.7673315173624,2:-2366.000602286208}
Key: POS: Value: {0:-44.382825122497295,1:-47.551522412084054,2:-46.30384168898297}
Key: POS: Value: {0:-2416.472246523146,1:-2453.4554404120836,2:-2338.996252620437}
Key: POS: Value: {0:-4231.789189867375,1:-4211.330118283542,2:-4125.902117873613}
Key: POS: Value: {0:-394.36553160081985,1:-408.5110740175742,2:-377.6536357751946}
Key: POS: Value: {0:-6636.166511153018,1:-6598.820109956454,2:-6400.346409635707}
Key: POS: Value: {0:-1637.1426277048377,1:-1694.8309001879772,2:-1670.585996020782}
Key: POS: Value: {0:-1960.2793052450136,1:-1996.3641632858366,2:-1955.032964958068}
Key: POS: Value: {0:-1282.8827064453433,1:-1240.387344951007,2:-1291.3949698746444}
Key: POS: Value: {0:-8899.33240477026,1:-8739.16309064143,2:-8653.088431854725}
Key: POS: Value: {0:-5015.097672571262,1:-4958.758815631016,2:-4880.840939718515}
Key: POS: Value: {0:-3548.946372432501,1:-3530.564524973778,2:-3415.5779813485715}
Key: POS: Value: {0:-888.1619684534827,1:-878.8349521607694,2:-867.9264718277446}
Key: POS: Value: {0:-1972.8437582670758,1:-1903.2134157374883,2:-1879.0083066756952}
Key: POS: Value: {0:-1842.8378633996838,1:-1869.0136694951157,2:-1858.552414271732}
Key: POS: Value: {0:-1865.8192049953493,1:-1851.2937039508386,2:-1781.693527413347}
Key: POS: Value: {0:-6018.0562606372605,1:-6109.374083427534,2:-5879.725838139698}
Key: POS: Value: {0:-6656.7783838808855,1:-6751.5283815912235,2:-6518.365040917497}
Key: POS: Value: {0:-5880.2553953438355,1:-5989.332876343839,2:-5806.199374162669}
Key: POS: Value: {0:-684.2505630784631,1:-661.1170407117927,2:-649.4016790121897}
Key: POS: Value: {0:-1864.513140237046,1:-1800.8110647893213,2:-1773.9985047729008}
Key: POS: Value: {0:-2243.4732193654913,1:-2297.583471147888,2:-2171.3053949174355}
Key: POS: Value: {0:-9212.949246913822,1:-9077.108443245077,2:-8923.797154153599}
Key: POS: Value: {0:-6934.672599637007,1:-7055.099325676563,2:-6755.571642815232}
Key: POS: Value: {0:-1151.439657775977,1:-1164.3808951746234,2:-1140.8801553213004}
Key: POS: Value: {0:-1424.9336885222513,1:-1422.3784045662028,2:-1422.2568250850577}
Key: POS: Value: {0:-894.9156676054228,1:-898.2759544925894,2:-890.9143728632796}
Key: POS: Value: {0:-6666.838393113594,1:-6700.8398831642435,2:-6503.77090466578}
Key: POS: Value: {0:-5014.716072070912,1:-4935.777170815626,2:-4823.5663006725135}
Key: POS: Value: {0:-1709.0679237015381,1:-1811.8083962264132,2:-1708.1056098042104}
Key: POS: Value: {0:-1238.7707550145265,1:-1218.270670818595,2:-1219.0115197736848}
Key: POS: Value: {0:-4120.953328601549,1:-4200.097106188314,2:-4043.7934591829817}
Key: POS: Value: {0:-400.16861343764435,1:-404.4138092228036,2:-374.777408185706}
Key: POS: Value: {0:-5384.955655251205,1:-5541.250235436564,2:-5373.271688113114}
Key: POS: Value: {0:-6324.384462262517,1:-6307.449827772563,2:-6257.186848087868}
Key: POS: Value: {0:-879.3295147908027,1:-913.1630135831407,2:-892.1525686907669}
Key: POS: Value: {0:-17523.401408386446,1:-17764.05377288897,2:-17291.24001859761}
Key: POS: Value: {0:-3084.715279298687,1:-3161.57451401641,2:-3095.4085434737663}
Key: POS: Value: {0:-3569.5547843791237,1:-3678.608476926906,2:-3574.8806053107014}
Key: POS: Value: {0:-3360.693658572126,1:-3384.9712376254183,2:-3261.241703700269}
Key: POS: Value: {0:-304.2829708684438,1:-290.842941676735,2:-285.5873154701778}
Key: POS: Value: {0:-1449.0655263057188,1:-1455.956007308271,2:-1413.8039018581437}
Key: POS: Value: {0:-1588.1014139954482,1:-1586.197924236084,2:-1554.5589117920124}
Key: POS: Value: {0:-2204.8046690428932,1:-2209.376287243454,2:-2202.8637765238327}
Key: POS: Value: {0:-4148.317372014078,1:-4195.941814001341,2:-4073.7299896382265}
Key: POS: Value: {0:-3607.019225370934,1:-3703.6886461658596,2:-3598.9739631811317}
Key: POS: Value: {0:-2226.327671989329,1:-2198.8625932863765,2:-2167.589724521643}
Key: POS: Value: {0:-4527.224921868836,1:-4591.860430152021,2:-4430.341601434931}
Key: POS: Value: {0:-707.6994355141696,1:-716.4629476276021,2:-691.2056459182357}
Key: POS: Value: {0:-5326.045824137973,1:-5401.1729661727895,2:-5271.74797019114}
Key: POS: Value: {0:-1875.783223373079,1:-1952.9979826712977,2:-1885.7885431846366}
Key: POS: Value: {0:-898.7564580967748,1:-905.2661821403229,2:-902.0351180041253}
Key: POS: Value: {0:-17275.274074073233,1:-17363.599282307878,2:-16886.709791096517}
Key: POS: Value: {0:-3260.3146448676816,1:-3220.134309695193,2:-3130.9634854029346}
Key: POS: Value: {0:-1371.7300417423664,1:-1392.8407922513265,2:-1343.6642507733363}
Key: POS: Value: {0:-662.7936354997155,1:-680.4092956752822,2:-615.1412767088987}
Key: POS: Value: {0:-3381.107256908728,1:-3312.273203752625,2:-3228.8810381118365}
Key: POS: Value: {0:-7657.882350315879,1:-7694.7771122999,2:-7391.781019257292}
Key: POS: Value: {0:-1707.9564760755022,1:-1701.0662166623092,2:-1687.658250336114}
Key: POS: Value: {0:-3733.293003944261,1:-3820.698589106686,2:-3684.1972400344575}
Key: POS: Value: {0:-1803.2784158074735,1:-1836.0301559734078,2:-1768.2988280362836}
Key: POS: Value: {0:-13199.610612647906,1:-13224.447521115415,2:-12920.680761595135}
Key: POS: Value: {0:-9531.297044748919,1:-9605.352250746466,2:-9327.603675236684}
Key: POS: Value: {0:-3404.455799506349,1:-3303.1883830969537,2:-3248.875170996175}
Key: POS: Value: {0:-4464.599657041134,1:-4440.666284416613,2:-4355.085928138127}
Key: POS: Value: {0:-2797.5607330164694,1:-2793.382623422509,2:-2788.5347886259883}
